,attributes.capacitystatus,attributes.clockSpeed,attributes.currentGeneration,attributes.dedicatedEbsThroughput,attributes.ebsOptimized,attributes.ecu,attributes.elasticGpuType,attributes.enhancedNetworkingSupported,attributes.fromLocation,attributes.fromLocationType,attributes.gpu,attributes.gpuMemory,attributes.group,attributes.groupDescription,attributes.instance,attributes.instanceCapacity10xlarge,attributes.instanceCapacity12xlarge,attributes.instanceCapacity16xlarge,attributes.instanceCapacity18xlarge,attributes.instanceCapacity24xlarge,attributes.instanceCapacity2xlarge,attributes.instanceCapacity32xlarge,attributes.instanceCapacity4xlarge,attributes.instanceCapacity8xlarge,attributes.instanceCapacity9xlarge,attributes.instanceCapacityLarge,attributes.instanceCapacityMedium,attributes.instanceCapacityXlarge,attributes.instanceFamily,attributes.instanceType,attributes.intelAvx2Available,attributes.intelAvxAvailable,attributes.intelTurboAvailable,attributes.licenseModel,attributes.location,attributes.locationType,attributes.maxIopsBurstPerformance,attributes.maxIopsvolume,attributes.maxThroughputvolume,attributes.maxVolumeSize,attributes.memory,attributes.networkPerformance,attributes.normalizationSizeFactor,attributes.operatingSystem,attributes.operation,attributes.physicalCores,attributes.physicalProcessor,attributes.preInstalledSw,attributes.processorArchitecture,attributes.processorFeatures,attributes.provisioned,attributes.servicecode,attributes.servicename,attributes.storage,attributes.storageMedia,attributes.tenancy,attributes.toLocation,attributes.toLocationType,attributes.transferType,attributes.usagetype,attributes.vcpu,attributes.volumeType,productFamily,sku
27523,Used,2.3 GHz,Yes,7000 Mbps,,99,,Yes,,,,,,,,,,,,,,,,,,,,,Storage optimized,i3.8xlarge,,,,Bring your own license,US East (N. Virginia),AWS Region,,,,,244 GiB,10 Gigabit,64,Windows,RunInstances:0800,,Intel Xeon E5-2686 v4 (Broadwell),NA,64-bit,"Intel AVX, Intel AVX2, Intel Turbo",,AmazonEC2,Amazon Elastic Compute Cloud,4 x 1900 NVMe SSD,,Host,,,,HostBoxUsage:i3.8xlarge,32,,Compute Instance,UFKUZG4FVYQCFGYG
27526,Used,2.5 GHz,No,,,53,,Yes,,,,,,,,,,,,,,,,,,,,,Storage optimized,i2.4xlarge,,,,No License required,US East (N. Virginia),AWS Region,,,,,122 GiB,High,32,Linux,RunInstances,,Intel Xeon E5-2670 v2 (Ivy Bridge),NA,64-bit,Intel AVX; Intel Turbo,,AmazonEC2,Amazon Elastic Compute Cloud,4 x 800 SSD,,Dedicated,,,,DedicatedUsage:i2.4xlarge,16,,Compute Instance,6V9UKEPJF6WP9M5K
27530,Used,2.5 GHz,Yes,Upto 2120 Mbps,,31,,Yes,,,,,,,,,,,,,,,,,,,,,General purpose,m5d.2xlarge,,,,No License required,US East (N. Virginia),AWS Region,,,,,32 GiB,Up to 10 Gigabit,16,Windows,RunInstances:0006,,Intel Xeon Platinum 8175,SQL Std,64-bit,"Intel AVX, Intel AVX2, Intel AVX512, Intel Turbo",,AmazonEC2,Amazon Elastic Compute Cloud,1 x 300 NVMe SSD,,Host,,,,HostBoxUsage:m5d.2xlarge,8,,Compute Instance,CE85EWYG2VGYGB3U
27555,Used,2.9 GHz,Yes,500 Mbps,,8,,Yes,,,,,,,,,,,,,,,,,,,,,Compute optimized,c4.large,,,,No License required,US East (N. Virginia),AWS Region,,,,,3.75 GiB,Moderate,4,Windows,RunInstances:0202,,Intel Xeon E5-2666 v3 (Haswell),SQL Web,64-bit,Intel AVX; Intel AVX2; Intel Turbo,,AmazonEC2,Amazon Elastic Compute Cloud,EBS only,,Dedicated,,,,DedicatedUsage:c4.large,2,,Compute Instance,9N4WQNFE4TP78PQF
27576,Used,2.9 GHz,Yes,2000 Mbps,,62,,Yes,,,,,,,,,,,,,,,,,,,,,Compute optimized,c4.4xlarge,,,,Bring your own license,US East (N. Virginia),AWS Region,,,,,30 GiB,High,32,Windows,RunInstances:0800,,Intel Xeon E5-2666 v3 (Haswell),NA,64-bit,Intel AVX; Intel AVX2; Intel Turbo,,AmazonEC2,Amazon Elastic Compute Cloud,EBS only,,Dedicated,,,,DedicatedUsage:c4.4xlarge,16,,Compute Instance,USQAR36DHU6YZUCD
27597,Used,3.0 Ghz,Yes,Upto 2250 Mbps,,9,,Yes,,,,,,,,,,,,,,,,,,,,,Compute optimized,c5.large,,,,No License required,US East (N. Virginia),AWS Region,,,,,4 GiB,Up to 10 Gigabit,4,Linux,RunInstances:0200,,Intel Xeon Platinum 8124M,SQL Web,64-bit,"Intel AVX, Intel AVX2, Intel AVX512, Intel Turbo",,AmazonEC2,Amazon Elastic Compute Cloud,EBS only,,Shared,,,,BoxUsage:c5.large,2,,Compute Instance,72BZ87Z7R7VXMXG4
27622,Used,2.5 GHz,No,,,52,,Yes,,,,,,,,,,,,,,,,,,,,,Memory optimized,r3.4xlarge,,,,No License required,US East (N. Virginia),AWS Region,,,,,122 GiB,High,32,SUSE,RunInstances:000g,,Intel Xeon E5-2670 v2 (Ivy Bridge),NA,64-bit,Intel AVX; Intel Turbo,,AmazonEC2,Amazon Elastic Compute Cloud,1 x 320 SSD,,Dedicated,,,,DedicatedUsage:r3.4xlarge,16,,Compute Instance,Y8VTXM3N25VB943C
27624,Used,Up to 3.0 GHz,Yes,,,Variable,,,,,,,,,,,,,,,,,,,,,,,General purpose,t2.xlarge,,,,No License required,US East (N. Virginia),AWS Region,,,,,16 GiB,Moderate,8,Linux,RunInstances,,Intel Xeon Family,NA,64-bit,Intel AVX; Intel Turbo,,AmazonEC2,Amazon Elastic Compute Cloud,EBS only,,Shared,,,,BoxUsage:t2.xlarge,4,,Compute Instance,DPCWVHKZ3AJBNM43
27627,Used,2.3 GHz,Yes,1600 Mbps,,27,,Yes,,,,,,,,,,,,,,,,,,,,,Memory optimized,r4.2xlarge,,,,No License required,US East (N. Virginia),AWS Region,,,,,61 GiB,Up to 10 Gigabit,16,Windows,RunInstances:0202,,Intel Xeon E5-2686 v4 (Broadwell),SQL Web,64-bit,"Intel AVX, Intel AVX2, Intel Turbo",,AmazonEC2,Amazon Elastic Compute Cloud,EBS only,,Dedicated,,,,DedicatedUsage:r4.2xlarge,8,,Compute Instance,GU6HKEMK86X9HZKT
27643,Used,2.3 GHz,Yes,14000 Mbps,,200,,Yes,,,,,,,,,,,,,,,,,,,,,Storage optimized,i3.16xlarge,,,,No License required,US East (N. Virginia),AWS Region,,,,,488 GiB,20 Gigabit,128,Linux,RunInstances:0100,,Intel Xeon E5-2686 v4 (Broadwell),SQL Ent,64-bit,"Intel AVX, Intel AVX2, Intel Turbo",,AmazonEC2,Amazon Elastic Compute Cloud,8 x 1900 NVMe SSD,,Shared,,,,BoxUsage:i3.16xlarge,64,,Compute Instance,NQW2KAGMPSJ7T9WZ
27650,Used,2.9 GHz,Yes,2000 Mbps,,62,,Yes,,,,,,,,,,,,,,,,,,,,,Compute optimized,c4.4xlarge,,,,No License required,US East (N. Virginia),AWS Region,,,,,30 GiB,High,32,Windows,RunInstances:0006,,Intel Xeon E5-2666 v3 (Haswell),SQL Std,64-bit,Intel AVX; Intel AVX2; Intel Turbo,,AmazonEC2,Amazon Elastic Compute Cloud,EBS only,,Host,,,,HostBoxUsage:c4.4xlarge,16,,Compute Instance,BKPRPT7V22GBZ4Z2
27656,Used,2.9 GHz,Yes,4000 Mbps,,132,,Yes,,,,,,,,,,,,,,,,,,,,,Compute optimized,c4.8xlarge,,,,No License required,US East (N. Virginia),AWS Region,,,,,60 GiB,10 Gigabit,64,Windows,RunInstances:0102,,Intel Xeon E5-2666 v3 (Haswell),SQL Ent,64-bit,Intel AVX; Intel AVX2; Intel Turbo,,AmazonEC2,Amazon Elastic Compute Cloud,EBS only,,Shared,,,,BoxUsage:c4.8xlarge,36,,Compute Instance,R785FVDGR7QSRRKB
27661,Used,2.3 GHz,Yes,7000 Mbps,,99,,Yes,,,,,,,,,,,,,,,,,,,,,Storage optimized,i3.8xlarge,,,,No License required,US East (N. Virginia),AWS Region,,,,,244 GiB,10 Gigabit,64,Windows,RunInstances:0202,,Intel Xeon E5-2686 v4 (Broadwell),SQL Web,64-bit,"Intel AVX, Intel AVX2, Intel Turbo",,AmazonEC2,Amazon Elastic Compute Cloud,4 x 1900 NVMe SSD,,Dedicated,,,,DedicatedUsage:i3.8xlarge,32,,Compute Instance,8QJEY5Y228R67A3N
27673,Used,3.0 Ghz,Yes,Upto 2250 Mbps,,34,,Yes,,,,,,,,,,,,,,,,,,,,,Compute optimized,c5d.2xlarge,,,,No License required,US East (N. Virginia),AWS Region,,,,,16 GiB,Up to 10 Gigabit,16,RHEL,RunInstances:0010,,Intel Xeon Platinum 8124M,NA,64-bit,"Intel AVX, Intel AVX2, Intel AVX512, Intel Turbo",,AmazonEC2,Amazon Elastic Compute Cloud,1 x 200 NVMe SSD,,Dedicated,,,,DedicatedUsage:c5d.2xlarge,8,,Compute Instance,MD7G399MF4MM3EDE
27675,Used,2.3 GHz,Yes,400 Mbps,,7,,Yes,,,,,,,,,,,,,,,,,,,,,Memory optimized,r4.large,,,,No License required,US East (N. Virginia),AWS Region,,,,,15.25 GiB,Up to 10 Gigabit,4,Linux,RunInstances,,Intel Xeon E5-2686 v4 (Broadwell),NA,64-bit,"Intel AVX, Intel AVX2, Intel Turbo",,AmazonEC2,Amazon Elastic Compute Cloud,EBS only,,Host,,,,HostBoxUsage:r4.large,2,,Compute Instance,648A8SVAZE8FVHRE
27681,Used,3.0 Ghz,Yes,Upto 2250 Mbps,,68,,Yes,,,,,,,,,,,,,,,,,,,,,Compute optimized,c5d.4xlarge,,,,No License required,US East (N. Virginia),AWS Region,,,,,32 GiB,Up to 10 Gigabit,32,Linux,RunInstances:0100,,Intel Xeon Platinum 8124M,SQL Ent,64-bit,"Intel AVX, Intel AVX2, Intel AVX512, Intel Turbo",,AmazonEC2,Amazon Elastic Compute Cloud,1 x 400 NVMe SSD,,Dedicated,,,,DedicatedUsage:c5d.4xlarge,16,,Compute Instance,KKU82AW5PSEBJQK3
27683,Used,2.5 GHz,Yes,6000 Mbps,,173,,Yes,,,,,,,,,,,,,,,,,,,,,General purpose,m5d.12xlarge,,,,No License required,US East (N. Virginia),AWS Region,,,,,192 GiB,10 Gigabit,96,Linux,RunInstances:0004,,Intel Xeon Platinum 8175,SQL Std,64-bit,"Intel AVX, Intel AVX2, Intel AVX512, Intel Turbo",,AmazonEC2,Amazon Elastic Compute Cloud,2 x 900 NVMe SSD,,Host,,,,HostBoxUsage:m5d.12xlarge,48,,Compute Instance,46NVP5BWW87KNSJB
27691,Used,,Yes,,,134,,,,,,,,,,,,,,,,,,,,,,,Memory optimized,z1d.6xlarge,,,,No License required,US East (N. Virginia),AWS Region,,,,,192 GiB,10 Gigabit,48,Windows,RunInstances:0202,,Intel Xeon Platinum 8151,SQL Web,64-bit,,,AmazonEC2,Amazon Elastic Compute Cloud,1 x 900 NVMe SSD,,Shared,,,,BoxUsage:z1d.6xlarge,24,,Compute Instance,34G6YF3YBGGFFXGT
27699,Used,2.6 GHz,No,,,104,,,,,4,,,,,,,,,,,,,,,,,,GPU instance,g2.8xlarge,,,,No License required,US East (N. Virginia),AWS Region,,,,,60 GiB,10 Gigabit,64,Windows,RunInstances:0102,,Intel Xeon E5-2670 (Sandy Bridge),SQL Ent,64-bit,Intel AVX; Intel Turbo,,AmazonEC2,Amazon Elastic Compute Cloud,2 x 120 SSD,,Host,,,,HostBoxUsage:g2.8xlarge,32,,Compute Instance,MDG4ZJ269VPQ6XSV
27723,Used,2.4 GHz,Yes,,,56,,Yes,,,,,,,,,,,,,,,,,,,,,Storage optimized,d2.4xlarge,,,,No License required,US East (N. Virginia),AWS Region,,,,,122 GiB,High,32,RHEL,RunInstances:0010,,Intel Xeon E5-2676v3 (Haswell),NA,64-bit,Intel AVX; Intel AVX2; Intel Turbo,,AmazonEC2,Amazon Elastic Compute Cloud,12 x 2000 HDD,,Dedicated,,,,DedicatedUsage:d2.4xlarge,16,,Compute Instance,GT4TKK9K9AXX36E5
27728,Used,2.4  GHz,Yes,750 Mbps,,13,,Yes,,,,,,,,,,,,,,,,,,,,,General purpose,m4.xlarge,,,,No License required,US East (N. Virginia),AWS Region,,,,,16 GiB,High,8,Windows,RunInstances:0006,,Intel Xeon E5-2676 v3 (Haswell),SQL Std,64-bit,Intel AVX; Intel AVX2; Intel Turbo,,AmazonEC2,Amazon Elastic Compute Cloud,EBS only,,Host,,,,HostBoxUsage:m4.xlarge,4,,Compute Instance,3FV6G5BHBS5M6YUH
27734,Used,,Yes,,,271,,,,,,,,,,,,,,,,,,,,,,,Memory optimized,z1d.12xlarge,,,,No License required,US East (N. Virginia),AWS Region,,,,,384 GiB,25 Gigabit,96,Linux,RunInstances:0004,,Intel Xeon Platinum 8151,SQL Std,64-bit,,,AmazonEC2,Amazon Elastic Compute Cloud,2 x 900 NVMe SSD,,Host,,,,HostBoxUsage:z1d.12xlarge,48,,Compute Instance,UYVXPVHGBXV2E3FS
27767,Used,2.3 GHz,Yes,3500 Mbps,,91,,Yes,,,,,,,,,,,,,,,,,,,,,Memory optimized,x1e.8xlarge,Yes,Yes,Yes,No License required,US East (N. Virginia),AWS Region,,,,,976 GiB,Up to 10 Gigabit,64,Linux,RunInstances:0100,,High Frequency Intel Xeon E7-8880 v3 (Haswell),SQL Ent,64-bit,"Intel AVX, Intel AVX2, Intel Turbo",,AmazonEC2,Amazon Elastic Compute Cloud,1 x 960 SSD,,Dedicated,,,,DedicatedUsage:x1e.8xlarge,32,,Compute Instance,5ZY9WGJKJ9DF8XVF
27771,Used,2.5 GHz,Yes,Upto 2120 Mbps,,8,,Yes,,,,,,,,,,,,,,,,,,,,,General purpose,m5.large,,,,No License required,US East (N. Virginia),AWS Region,,,,,8 GiB,Up to 10 Gigabit,4,Linux,RunInstances:0004,,Intel Xeon Platinum 8175,SQL Std,64-bit,"Intel AVX, Intel AVX2, Intel AVX512, Intel Turbo",,AmazonEC2,Amazon Elastic Compute Cloud,EBS only,,Host,,,,HostBoxUsage:m5.large,2,,Compute Instance,PXNN2GYBSV4NRQHV
27778,Used,2.5 GHz,No,,,104,,Yes,,,,,,,,,,,,,,,,,,,,,Storage optimized,i2.8xlarge,,,,No License required,US East (N. Virginia),AWS Region,,,,,244 GiB,10 Gigabit,64,Linux,RunInstances:0004,,Intel Xeon E5-2670 v2 (Ivy Bridge),SQL Std,64-bit,Intel AVX; Intel Turbo,,AmazonEC2,Amazon Elastic Compute Cloud,8 x 800 SSD,,Host,,,,HostBoxUsage:i2.8xlarge,32,,Compute Instance,NPRS9SXC6PFZDJSB
27783,Used,3.0 Ghz,Yes,Upto 2250 Mbps,,17,,Yes,,,,,,,,,,,,,,,,,,,,,Compute optimized,c5d.xlarge,,,,No License required,US East (N. Virginia),AWS Region,,,,,8 GiB,Up to 10 Gigabit,8,RHEL,RunInstances:0010,,Intel Xeon Platinum 8124M,NA,64-bit,"Intel AVX, Intel AVX2, Intel AVX512, Intel Turbo",,AmazonEC2,Amazon Elastic Compute Cloud,1 x 100 NVMe SSD,,Host,,,,HostBoxUsage:c5d.xlarge,4,,Compute Instance,FEG4ZC7SVV7868PJ
27813,Used,2.5 GHz,No,,,104,,Yes,,,,,,,,,,,,,,,,,,,,,Memory optimized,r3.8xlarge,,,,No License required,US East (N. Virginia),AWS Region,,,,,244 GiB,10 Gigabit,64,Linux,RunInstances:0200,,Intel Xeon E5-2670 v2 (Ivy Bridge),SQL Web,64-bit,Intel AVX; Intel Turbo,,AmazonEC2,Amazon Elastic Compute Cloud,2 x 320 SSD,,Shared,,,,BoxUsage:r3.8xlarge,32,,Compute Instance,7SYY7H59RF9MEPMW
27825,Used,,Yes,,,15,,,,,,,,,,,,,,,,,,,,,,,Memory optimized,z1d.large,,,,No License required,US East (N. Virginia),AWS Region,,,,,16 GiB,Up to 10 Gigabit,4,SUSE,RunInstances:000g,,Intel Xeon Platinum 8151,NA,64-bit,,,AmazonEC2,Amazon Elastic Compute Cloud,1 x 75 NVMe SSD,,Dedicated,,,,DedicatedUsage:z1d.large,2,,Compute Instance,F89UVDVHRSWD8EEH
27834,Used,2.5 GHz,Yes,Upto 2120 Mbps,,16,,Yes,,,,,,,,,,,,,,,,,,,,,General purpose,m5.xlarge,,,,No License required,US East (N. Virginia),AWS Region,,,,,16 GiB,Up to 10 Gigabit,8,Windows,RunInstances:0102,,Intel Xeon Platinum 8175,SQL Ent,64-bit,"Intel AVX, Intel AVX2, Intel AVX512, Intel Turbo",,AmazonEC2,Amazon Elastic Compute Cloud,EBS only,,Host,,,,HostBoxUsage:m5.xlarge,4,,Compute Instance,DNZAXB353EHTJGDG
27839,Used,2.3 GHz,Yes,6000 Mbps,,99,,Yes,,,,,,,,,,,,,,,,,,,,,Memory optimized,r4.8xlarge,,,,No License required,US East (N. Virginia),AWS Region,,,,,244 GiB,10 Gigabit,64,SUSE,RunInstances:000g,,Intel Xeon E5-2686 v4 (Broadwell),NA,64-bit,"Intel AVX, Intel AVX2, Intel Turbo",,AmazonEC2,Amazon Elastic Compute Cloud,EBS only,,Host,,,,HostBoxUsage:r4.8xlarge,32,,Compute Instance,XFQT7FKTHK7R4MNC
27859,Used,2.3 GHz,Yes,3500 Mbps,,53,,Yes,,,,,,,,,,,,,,,,,,,,,Storage optimized,i3.4xlarge,,,,No License required,US East (N. Virginia),AWS Region,,,,,122 GiB,Up to 10 Gigabit,32,SUSE,RunInstances:000g,,Intel Xeon E5-2686 v4 (Broadwell),NA,64-bit,"Intel AVX, Intel AVX2, Intel Turbo",,AmazonEC2,Amazon Elastic Compute Cloud,2 x 1900 NVMe SSD,,Shared,,,,BoxUsage:i3.4xlarge,16,,Compute Instance,7NEQ4VTJKJUPEVYG
27892,Used,,Yes,,,71,,,,,,,,,,,,,,,,,,,,,,,Memory optimized,r5.4xlarge,,,,No License required,US East (N. Virginia),AWS Region,,,,,128 GiB,10 Gigabit,32,Windows,RunInstances:0102,,Intel Xeon Platinum 8175,SQL Ent,64-bit,,,AmazonEC2,Amazon Elastic Compute Cloud,EBS only,,Shared,,,,BoxUsage:r5.4xlarge,16,,Compute Instance,2VR9WYWMZV38Q2KR
27904,NA,2.3 GHz,Yes,14000 Mbps,,188,,Yes,,,8,,,,,,,,,,,,,,,,,,GPU instance,p3.16xlarge,,,,No License required,US East (N. Virginia),AWS Region,,,,,488 GiB,25 Gigabit,128,Linux,Hourly,,Intel Xeon E5-2686 v4 (Broadwell),NA,64-bit,"Intel AVX, Intel AVX2, Intel Turbo",,AmazonEC2,Amazon Elastic Compute Cloud,EBS only,,NA,,,,EBSOptimized:p3.16xlarge,64,,Compute Instance,J3WUTF2TJ45F4344
27909,Used,2.5 GHz,No,,,104,,Yes,,,,,,,,,,,,,,,,,,,,,Storage optimized,i2.8xlarge,,,,No License required,US East (N. Virginia),AWS Region,,,,,244 GiB,10 Gigabit,64,Windows,RunInstances:0002,,Intel Xeon E5-2670 v2 (Ivy Bridge),NA,64-bit,Intel AVX; Intel Turbo,,AmazonEC2,Amazon Elastic Compute Cloud,8 x 800 SSD,,Shared,,,,BoxUsage:i2.8xlarge,32,,Compute Instance,UZHN722C5BU8DZ5W
27916,Used,2.5 GHz,No,,,26,,,,,,,,,,,,,,,,,,,,,,,General purpose,m3.2xlarge,,,,Bring your own license,US East (N. Virginia),AWS Region,,,,,30 GiB,High,16,Windows,RunInstances:0800,,Intel Xeon E5-2670 v2 (Ivy Bridge/Sandy Bridge),NA,64-bit,Intel AVX; Intel Turbo,,AmazonEC2,Amazon Elastic Compute Cloud,2 x 80 SSD,,Shared,,,,BoxUsage:m3.2xlarge,8,,Compute Instance,5USKDBRWNSU8R9RB
27930,Used,2.3 GHz,Yes,7000 Mbps,,179,,Yes,,,,,,,,,,,,,,,,,,,,,Memory optimized,x1e.16xlarge,Yes,Yes,Yes,Bring your own license,US East (N. Virginia),AWS Region,,,,,"1,952 GiB",10 Gigabit,128,Windows,RunInstances:0800,,High Frequency Intel Xeon E7-8880 v3 (Haswell),NA,64-bit,"Intel AVX, Intel AVX2, Intel Turbo",,AmazonEC2,Amazon Elastic Compute Cloud,1 x 1920 SSD,,Host,,,,HostBoxUsage:x1e.16xlarge,64,,Compute Instance,XFRVV8VCBT6YSWP9
27946,Used,2.5 GHz,Yes,Upto 2120 Mbps,,8,,Yes,,,,,,,,,,,,,,,,,,,,,General purpose,m5d.large,,,,Bring your own license,US East (N. Virginia),AWS Region,,,,,8 GiB,Up to 10 Gigabit,4,Windows,RunInstances:0800,,Intel Xeon Platinum 8175,NA,64-bit,"Intel AVX, Intel AVX2, Intel AVX512, Intel Turbo",,AmazonEC2,Amazon Elastic Compute Cloud,1 x 75 NVMe SSD,,Shared,,,,BoxUsage:m5d.large,2,,Compute Instance,56AQ3UZ7YKPHXCZY
27947,Used,3.0 Ghz,Yes,4500 Mbps,,141,,Yes,,,,,,,,,,,,,,,,,,,,,Compute optimized,c5.9xlarge,,,,No License required,US East (N. Virginia),AWS Region,,,,,72 GiB,10 Gigabit,72,Windows,RunInstances:0002,,Intel Xeon Platinum 8124M,NA,64-bit,"Intel AVX, Intel AVX2, Intel AVX512, Intel Turbo",,AmazonEC2,Amazon Elastic Compute Cloud,EBS only,,Dedicated,,,,DedicatedUsage:c5.9xlarge,36,,Compute Instance,N5J4FCEYTCJTEMNE
27965,Used,2.3 GHz,Yes,14000 Mbps,,188,,Yes,,,8,,,,,,,,,,,,,,,,,,GPU instance,p3.16xlarge,,,,No License required,US East (N. Virginia),AWS Region,,,,,488 GiB,25 Gigabit,128,Linux,RunInstances,,Intel Xeon E5-2686 v4 (Broadwell),NA,64-bit,"Intel AVX, Intel AVX2, Intel Turbo",,AmazonEC2,Amazon Elastic Compute Cloud,EBS only,,Shared,,,,BoxUsage:p3.16xlarge,64,,Compute Instance,XES86TS9BX33Y86Y
27966,Used,3.0 Ghz,Yes,Upto 2250 Mbps,,68,,Yes,,,,,,,,,,,,,,,,,,,,,Compute optimized,c5d.4xlarge,,,,No License required,US East (N. Virginia),AWS Region,,,,,32 GiB,Up to 10 Gigabit,32,Linux,RunInstances,,Intel Xeon Platinum 8124M,NA,64-bit,"Intel AVX, Intel AVX2, Intel AVX512, Intel Turbo",,AmazonEC2,Amazon Elastic Compute Cloud,1 x 400 NVMe SSD,,Shared,,,,BoxUsage:c5d.4xlarge,16,,Compute Instance,QXKKJBM3K85S8H5R
27999,Used,2.5 GHz,Yes,6000 Mbps,,173,,Yes,,,,,,,,,,,,,,,,,,,,,General purpose,m5d.12xlarge,,,,No License required,US East (N. Virginia),AWS Region,,,,,192 GiB,10 Gigabit,96,Windows,RunInstances:0002,,Intel Xeon Platinum 8175,NA,64-bit,"Intel AVX, Intel AVX2, Intel AVX512, Intel Turbo",,AmazonEC2,Amazon Elastic Compute Cloud,2 x 900 NVMe SSD,,Host,,,,HostBoxUsage:m5d.12xlarge,48,,Compute Instance,N2Z929AZYJGRFPW4
28000,Used,2.3 GHz,Yes,3000 Mbps,,53,,Yes,,,,,,,,,,,,,,,,,,,,,Memory optimized,r4.4xlarge,,,,No License required,US East (N. Virginia),AWS Region,,,,,122 GiB,Up to 10 Gigabit,32,Linux,RunInstances:0200,,Intel Xeon E5-2686 v4 (Broadwell),SQL Web,64-bit,"Intel AVX, Intel AVX2, Intel Turbo",,AmazonEC2,Amazon Elastic Compute Cloud,EBS only,,Dedicated,,,,DedicatedUsage:r4.4xlarge,16,,Compute Instance,5JNCEB5J26G9WH8H
28004,Used,2.5 GHz,No,,,53,,Yes,,,,,,,,,,,,,,,,,,,,,Storage optimized,i2.4xlarge,,,,No License required,US East (N. Virginia),AWS Region,,,,,122 GiB,High,32,Linux,RunInstances:0200,,Intel Xeon E5-2670 v2 (Ivy Bridge),SQL Web,64-bit,Intel AVX; Intel Turbo,,AmazonEC2,Amazon Elastic Compute Cloud,4 x 800 SSD,,Host,,,,HostBoxUsage:i2.4xlarge,16,,Compute Instance,DYN9F9JR5VNSSUAP
28009,Used,2.3 GHz,Yes,400 Mbps,,7,,Yes,,,,,,,,,,,,,,,,,,,,,Memory optimized,r4.large,,,,No License required,US East (N. Virginia),AWS Region,,,,,15.25 GiB,Up to 10 Gigabit,4,Windows,RunInstances:0006,,Intel Xeon E5-2686 v4 (Broadwell),SQL Std,64-bit,"Intel AVX, Intel AVX2, Intel Turbo",,AmazonEC2,Amazon Elastic Compute Cloud,EBS only,,Host,,,,HostBoxUsage:r4.large,2,,Compute Instance,5KPSXJYCB44KZMV5
28032,Used,2.4 GHz,Yes,4000 Mbps,,124.5,,Yes,,,,,,,,,,,,,,,,,,,,,General purpose,m4.10xlarge,,,,No License required,US East (N. Virginia),AWS Region,,,,,160 GiB,10 Gigabit,80,Windows,RunInstances:0102,,Intel Xeon E5-2676 v3 (Haswell),SQL Ent,64-bit,Intel AVX; Intel AVX2; Intel Turbo,,AmazonEC2,Amazon Elastic Compute Cloud,EBS only,,Host,,,,HostBoxUsage:m4.10xlarge,40,,Compute Instance,W3ZH5EZCGFR6XWEV
28033,Used,3.0 Ghz,Yes,Upto 2250 Mbps,,34,,Yes,,,,,,,,,,,,,,,,,,,,,Compute optimized,c5.2xlarge,,,,No License required,US East (N. Virginia),AWS Region,,,,,16 GiB,Up to 10 Gigabit,16,Linux,RunInstances:0004,,Intel Xeon Platinum 8124M,SQL Std,64-bit,"Intel AVX, Intel AVX2, Intel AVX512, Intel Turbo",,AmazonEC2,Amazon Elastic Compute Cloud,EBS only,,Host,,,,HostBoxUsage:c5.2xlarge,8,,Compute Instance,K367HWF3YH2Z6BKC
28035,Used,2.9 GHz,Yes,1000 Mbps,,31,,Yes,,,,,,,,,,,,,,,,,,,,,Compute optimized,c4.2xlarge,,,,No License required,US East (N. Virginia),AWS Region,,,,,15 GiB,High,16,Linux,RunInstances,,Intel Xeon E5-2666 v3 (Haswell),NA,64-bit,Intel AVX; Intel AVX2; Intel Turbo,,AmazonEC2,Amazon Elastic Compute Cloud,EBS only,,Shared,,,,BoxUsage:c4.2xlarge,8,,Compute Instance,39748UVFEUKY3MVQ
28050,Used,2.5 GHz,Yes,Upto 2120 Mbps,,8,,Yes,,,,,,,,,,,,,,,,,,,,,General purpose,m5.large,,,,No License required,US East (N. Virginia),AWS Region,,,,,8 GiB,Up to 10 Gigabit,4,SUSE,RunInstances:000g,,Intel Xeon Platinum 8175,NA,64-bit,"Intel AVX, Intel AVX2, Intel AVX512, Intel Turbo",,AmazonEC2,Amazon Elastic Compute Cloud,EBS only,,Dedicated,,,,DedicatedUsage:m5.large,2,,Compute Instance,8BA45UU8H3RTVNM5
28062,Used,,Yes,,,347,,,,,,,,,,,,,,,,,,,,,,,Memory optimized,r5.24xlarge,,,,No License required,US East (N. Virginia),AWS Region,,,,,768 GiB,25 Gigabit,192,SUSE,RunInstances:000g,,Intel Xeon Platinum 8175,NA,64-bit,,,AmazonEC2,Amazon Elastic Compute Cloud,EBS only,,Host,,,,HostBoxUsage:r5.24xlarge,96,,Compute Instance,C53TRPYZ97ZGETQH
28077,Used,2.5 GHz,Yes,2120 Mbps,,60,,Yes,,,,,,,,,,,,,,,,,,,,,General purpose,m5.4xlarge,,,,No License required,US East (N. Virginia),AWS Region,,,,,64 GiB,Up to 10 Gigabit,32,Linux,RunInstances:0004,,Intel Xeon Platinum 8175,SQL Std,64-bit,"Intel AVX, Intel AVX2, Intel AVX512, Intel Turbo",,AmazonEC2,Amazon Elastic Compute Cloud,EBS only,,Dedicated,,,,DedicatedUsage:m5.4xlarge,16,,Compute Instance,UYJYDFN73DHEFP35
